,Institute,Academic Program Name,Quota,Seat Type,Gender,CR2016,CR2017,CR2018,CR2019,CR2020,CR2022
381,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,473.0,300.0,337.0,333.0,358.0,565.0
382,Indian Institute of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,603.0,219.0,407.0,764.0
383,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,2996.0,2876.0,3261.0,3491.0,3380.0,3956.0
384,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),,,4928.0,4797.0,8868.0,7820.0
385,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,,,,419.0,726.0,855.0
386,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),,,,1483.0,1627.0,1855.0
387,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,1441.0,1489.0,1674.0,1927.0,2066.0,2002.0
388,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),,,3153.0,4174.0,4282.0,4164.0
389,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,876.0,866.0,902.0,1060.0,1417.0,976.0
390,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),,,1299.0,2426.0,1847.0,1578.0
391,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,702.0,421.0,539.0,539.0,590.0,626.0
392,Indian Institute of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),,,350.0,948.0,533.0,974.0
393,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2618.0,2869.0,3107.0,3429.0,3738.0,4316.0
394,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,5695.0,5854.0,8281.0,8274.0
395,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,70.0,59.0,51.0,60.0,65.0,59.0
396,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,742.0,713.0
397,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,1176.0,1775.0,1805.0
398,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1018.0,980.0,1224.0,1329.0,1612.0,1750.0
399,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,2652.0,3108.0,4048.0,4666.0
400,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,400.0,532.0,491.0,681.0,627.0,860.0
401,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,1274.0,964.0,1582.0,1644.0
402,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,47.0,53.0,87.0,74.0,60.0,170.0
403,Indian Institute of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,256.0,330.0,235.0,530.0
404,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,115.0,104.0,100.0,93.0,105.0,102.0
405,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,313.0,465.0,521.0,450.0
406,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,5.0,3.0,3.0,3.0,4.0,8.0
407,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,12.0,32.0,28.0
408,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,62.0,103.0,87.0
409,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,,,,,2.0,3.0
410,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,62.0,67.0,65.0,65.0,83.0,87.0
411,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,186.0,197.0,438.0,266.0
412,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,4.0,,3.0,4.0,3.0
413,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),,,,,18.0,19.0
414,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,43.0,35.0,31.0,39.0,41.0,34.0
415,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,188.0,115.0,122.0,130.0
416,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,,,,,3.0,2.0
417,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,19.0,25.0,25.0,19.0,25.0,18.0
418,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,119.0,107.0,32.0,92.0
419,Indian Institute of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,,,,1.0,,4.0
420,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,186.0,154.0,169.0,192.0,189.0,197.0
421,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),,,505.0,864.0,931.0,700.0
422,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,,,,34.0,57.0,59.0
423,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),,,,,300.0,131.0
424,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,140.0,117.0,135.0,147.0,156.0,161.0
425,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),,,441.0,324.0,704.0,532.0
426,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,,,,11.0,,8.0
427,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,47.0,53.0,55.0,80.0,62.0,80.0
428,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),,,383.0,124.0,128.0,305.0
429,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,46.0,75.0,64.0,69.0,55.0,49.0
430,Indian Institute of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),,,,176.0,271.0,191.0
431,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,403.0,416.0,462.0,469.0,594.0,574.0
432,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,1166.0,1676.0,1412.0,1572.0
433,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,14.0,22.0,16.0,24.0,48.0,39.0
434,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,46.0,120.0,153.0
435,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,120.0,354.0,371.0
436,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,226.0,203.0,271.0,295.0,365.0,383.0
437,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,433.0,1156.0,1429.0,1484.0
438,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,,7.0,12.0,,23.0
439,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,122.0,106.0,113.0,152.0,204.0,220.0
440,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,339.0,285.0,530.0,706.0
441,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,77.0,43.0,69.0,54.0,75.0,114.0
442,Indian Institute of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,123.0,32.0,192.0,177.0
443,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,999.0,928.0,927.0,802.0,961.0,797.0
444,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,1699.0,2287.0,2386.0,2088.0
445,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,38.0,26.0,74.0,85.0
446,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,96.0,177.0,215.0
447,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,440.0,541.0
448,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,536.0,484.0,522.0,525.0,588.0,516.0
449,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,874.0,1288.0,1810.0,2005.0
450,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,,26.0,22.0,,,43.0
451,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,278.0,270.0,326.0,348.0,418.0,300.0
452,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,347.0,565.0,1003.0,743.0
453,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,143.0,113.0,171.0,174.0,175.0,210.0
454,Indian Institute of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,157.0,460.0,270.0,326.0
455,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,,2839.0
456,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,,6398.0
457,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,,573.0
458,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,,1946.0
459,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,,1910.0
460,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,,5546.0
461,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,,1108.0
462,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,,1196.0
463,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,,627.0
464,Indian Institute of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,,930.0
465,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,1362.0,1314.0
466,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,3526.0,2792.0
467,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,,,,169.0,103.0
468,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,291.0,289.0
469,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,1045.0,956.0
470,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,981.0,835.0
471,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,2892.0,2526.0
472,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,554.0,409.0
473,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,1041.0,886.0
474,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,495.0,253.0
475,Indian Institute of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,,1105.0
476,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2809.0,2433.0,2097.0,2849.0,2188.0,2925.0
477,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,4204.0,5946.0,4435.0,6738.0
478,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,299.0,635.0,764.0
479,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,706.0,2091.0,1935.0
480,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1565.0,1466.0,1798.0,1631.0,1824.0,1968.0
481,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,3498.0,3710.0,4767.0,5411.0
482,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,995.0,764.0,943.0,1298.0,1113.0,1275.0
483,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,1251.0,1045.0,2210.0,2078.0
484,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,618.0,613.0,487.0,482.0,846.0,705.0
485,Indian Institute of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,796.0,1100.0,502.0,1170.0
486,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,,,,,4349.0,4259.0
487,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,,,9287.0,10094.0
488,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,,827.0,874.0
489,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,,3470.0,2132.0
490,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,,,,,2423.0,2249.0
491,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,,,4981.0,5778.0
492,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,,,,,1548.0,1261.0
493,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,,,2397.0,1735.0
494,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,,,,,664.0,810.0
495,Indian Institute of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,,,1240.0
496,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,397.0,329.0,300.0,314.0,312.0,308.0
497,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,830.0,989.0,852.0,942.0
498,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,,23.0,10.0,11.0,46.0,23.0
499,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),,,,,,96.0
500,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,29.0,88.0,85.0
501,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,89.0,316.0,169.0
502,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,,,,,,6.0
503,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,266.0,232.0,174.0,247.0,252.0,243.0
504,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,591.0,866.0,1107.0,933.0
505,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,51.0,,6.0,36.0,30.0,20.0
506,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,187.0,150.0,136.0,207.0,167.0,155.0
507,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,333.0,558.0,624.0,589.0
508,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,253.0,109.0,170.0,145.0,124.0,96.0
509,Indian Institute of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,,437.0,98.0,219.0
510,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,477.0,394.0,452.0,378.0,408.0,401.0
511,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),,,1132.0,1585.0,1263.0,1026.0
512,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,,,,40.0,99.0,115.0
513,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,326.0,260.0,308.0,344.0,312.0,335.0
514,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),,,663.0,1482.0,1303.0,1178.0
515,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,,36.0,,,,47.0
516,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,252.0,212.0,182.0,275.0,239.0,183.0
517,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),,,682.0,615.0,790.0,628.0
518,Indian Institute of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,322.0,169.0,177.0,255.0,148.0,116.0
519,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,907.0,944.0,1025.0,1222.0,1464.0,1882.0
520,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,2546.0,4125.0,4760.0,4401.0
521,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,26.0,21.0,57.0,32.0,,120.0
522,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,113.0,329.0,401.0
523,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,780.0,1340.0,1147.0
524,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,434.0,452.0,547.0,606.0,917.0,980.0
525,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,1548.0,2481.0,2691.0,3002.0
526,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,178.0,188.0,226.0,310.0,432.0,507.0
527,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,779.0,785.0,1017.0,1260.0
528,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,107.0,60.0,77.0,108.0,184.0,296.0
529,Indian Institute of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,147.0,1008.0,365.0,735.0
530,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2526.0,2637.0,3070.0,3253.0,3447.0,3589.0
531,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,5999.0,7047.0,6740.0,9192.0
532,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,435.0,750.0,828.0
533,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,1346.0,2502.0,2688.0
534,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1570.0,1517.0,1747.0,1752.0,2053.0,2156.0
535,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,4166.0,4530.0,4923.0,5549.0
536,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,906.0,1046.0,1002.0,1372.0,1270.0,1312.0
537,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),,,1789.0,2176.0,2199.0,2562.0
538,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,472.0,471.0,660.0,660.0,699.0,742.0
539,Indian Institute of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),,,626.0,,,1127.0
540,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5431.0,5161.0,6076.0,6549.0,6278.0,5796.0
541,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),,,9071.0,9677.0,11722.0,12034.0
542,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,,,,694.0,1442.0,1052.0
543,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),,,,1727.0,2918.0,2677.0
544,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2959.0,2787.0,3258.0,3258.0,3299.0,2972.0
545,Indian Institute of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),,,6454.0,6542.0,6849.0,7164.0
